name,price,unit,imageUrl,product_type
Lorenz Naturals Balsamico 95g,"2,19 €","95g (1 kg = 23,05 €)",https://img.rewe-static.de/7239472/27878134_digital-image.png?imwidth=304&impolicy=search,https://shop.rewe.de/productList?objectsPerPage=80&search=kartoffelchips
Lorenz Naturals Rosmarin 95g,"2,19 €","95g (1 kg = 23,05 €)",https://img.rewe-static.de/7237059/27877795_digital-image.png?imwidth=304&impolicy=search,https://shop.rewe.de/productList?objectsPerPage=80&search=kartoffelchips
Funny-frisch Pom-Bär Original 30g,"0,89 €","30g (1 kg = 29,67 €)",https://img.rewe-static.de/7700506/40870439_digital-image.png?imwidth=304&impolicy=search,https://shop.rewe.de/productList?objectsPerPage=80&search=kartoffelchips
Funny-frisch Pom-Bär Original 75g,"1,79 €","75g (1 kg = 23,87 €)",https://img.rewe-static.de/8904051/39416847_digital-image.png?imwidth=304&impolicy=search,https://shop.rewe.de/productList?objectsPerPage=80&search=kartoffelchips
Takis Fuego Extreme 100g,"2,99 €","100g (1 kg = 29,90 €)",https://img.rewe-static.de/9019559/41571208_digital-image.png?imwidth=304&impolicy=search,https://shop.rewe.de/productList?objectsPerPage=80&search=kartoffelchips
Takis Volcano Hot Piquant 100g,"2,99 €","100g (1 kg = 29,90 €)",https://img.rewe-static.de/7626271/41571206_digital-image.png?imwidth=304&impolicy=search,https://shop.rewe.de/productList?objectsPerPage=80&search=kartoffelchips
Lay's Chips gesalzen 150g,"1,99 €","150g (1 kg = 13,27 €)",https://img.rewe-static.de/7795569/35855163_digital-image.png?imwidth=304&impolicy=search,https://shop.rewe.de/productList?objectsPerPage=80&search=kartoffelchips
Pringles Original Chips 165g,"2,49 €","165g (1 kg = 15,09 €)",https://img.rewe-static.de/3552433/42724306_digital-image.png?imwidth=304&impolicy=search,https://shop.rewe.de/productList?objectsPerPage=80&search=kartoffelchips
Pringles Sour Cream & Onion Chips 165g,"2,49 €","165g (1 kg = 15,09 €)",https://img.rewe-static.de/3552434/42866554_digital-image.png?imwidth=304&impolicy=search,https://shop.rewe.de/productList?objectsPerPage=80&search=kartoffelchips
Pringles Hot & Spicy Chips 165g,"2,49 €","165g (1 kg = 15,09 €)",https://img.rewe-static.de/3552437/42866552_digital-image.png?imwidth=304&impolicy=search,https://shop.rewe.de/productList?objectsPerPage=80&search=kartoffelchips
Lorenz Crunchips Sour Cream 150g,,"150g (1 kg = 7,40 €)",https://img.rewe-static.de/8944068/40163672_digital-image.png?imwidth=304&impolicy=search,https://shop.rewe.de/productList?objectsPerPage=80&search=kartoffelchips
REWE Beste Wahl Kesselchips Salt & Vinegar 150g,"1,49 €","150g (1 kg = 9,93 €)",https://img.rewe-static.de/8733873/36260880_digital-image.png?imwidth=304&impolicy=search,https://shop.rewe.de/productList?objectsPerPage=80&search=kartoffelchips
Pringles Classic Paprika Chips 165g,"2,49 €","165g (1 kg = 15,09 €)",https://img.rewe-static.de/9069948/42866547_digital-image.png?imwidth=304&impolicy=search,https://shop.rewe.de/productList?objectsPerPage=80&search=kartoffelchips
Lay's Chips Red Paprika 150g,"1,99 €","150g (1 kg = 13,27 €)",https://img.rewe-static.de/8940323/39374800_digital-image.png?imwidth=304&impolicy=search,https://shop.rewe.de/productList?objectsPerPage=80&search=kartoffelchips
Lay's Kräuterbutter 150g,"1,99 €","150g (1 kg = 13,27 €)",https://img.rewe-static.de/7794997/36537068_digital-image.png?imwidth=304&impolicy=search,https://shop.rewe.de/productList?objectsPerPage=80&search=kartoffelchips
Funny-frisch Pom-Bär Ketchup Style 75g,"1,79 €","75g (1 kg = 23,87 €)",https://img.rewe-static.de/7700363/39641275_digital-image.png?imwidth=304&impolicy=search,https://shop.rewe.de/productList?objectsPerPage=80&search=kartoffelchips
Funny-frisch Chipsfrisch ungarisch 150g,"1,99 €","150g (1 kg = 13,27 €)",https://img.rewe-static.de/9988845/44520791_digital-image.png?imwidth=304&impolicy=search,https://shop.rewe.de/productList?objectsPerPage=80&search=kartoffelchips
Funny-frisch Riffels Naturell 150g,"2,49 €","150g (1 kg = 16,60 €)",https://img.rewe-static.de/0137529/5498080_digital-image.png?imwidth=304&impolicy=search,https://shop.rewe.de/productList?objectsPerPage=80&search=kartoffelchips
